classifier,strategy,fold,sample_idx,true_class,bif_step,last_bif_step,start_step,target_class,orig_set,cf_set,found,neighbor_global_idx,neighbor_rank,var_indices,attempts,cost,dist_nn_orig_segment,dist_cf_orig,dist_cf_nn
WDI_KNN,greedy,1,0,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.09,0.011764705882352941,0.12941176470588237
WDI_KNN,greedy,1,0,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.17647058823529413,0.033928571428571426,0.20357142857142857
WDI_KNN,greedy,1,1,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.05,0.011764705882352941,0.13529411764705881
WDI_KNN,greedy,1,1,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.19411764705882353,0.033928571428571426,0.21428571428571427
WDI_KNN,greedy,1,2,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.09,0.011764705882352941,0.12941176470588237
WDI_KNN,greedy,1,2,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.18823529411764706,0.033928571428571426,0.225
WDI_KNN,greedy,1,3,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.05,0.011764705882352941,0.08823529411764706
WDI_KNN,greedy,1,3,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.14705882352941177,0.033928571428571426,0.20357142857142857
WDI_KNN,greedy,1,4,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.08,0.011764705882352941,0.11176470588235295
WDI_KNN,greedy,1,4,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.1588235294117647,0.033928571428571426,0.20714285714285716
WDI_KNN,greedy,1,5,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.05,0.011764705882352941,0.12352941176470589
WDI_KNN,greedy,1,5,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.18235294117647058,0.033928571428571426,0.2125
WDI_KNN,greedy,1,6,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.07,0.011764705882352941,0.10588235294117647
WDI_KNN,greedy,1,6,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.16470588235294117,0.033928571428571426,0.20357142857142857
WDI_KNN,greedy,1,7,0,17,10,10,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,833,113,[4],5,0.011764705882352941,0.07,0.011764705882352941,0.12941176470588237
WDI_KNN,greedy,1,7,0,56,17,17,3,"[0, 1, 2, 4]","[1, 2, 3, 4]",True,810,90,[3],4,0.033928571428571426,0.17647058823529413,0.033928571428571426,0.21428571428571427
